r,dp
1.000000000000000056e-01,-1.169203623029823613e-01
2.000000000000000111e-01,-5.457528156061930424e-03
2.999999999999999889e-01,5.974405004398805619e-02
4.000000000000000222e-01,1.060053059908584727e-01
5.000000000000000000e-01,1.418883238385225676e-01
5.999999999999999778e-01,1.712068841909084871e-01
6.999999999999999556e-01,1.959953737658650386e-01
8.000000000000000444e-01,2.174681401377788759e-01
9.000000000000000222e-01,2.364084623909585570e-01
1.000000000000000000e+00,2.533511579854429985e-01
1.100000000000000089e+00,2.686776904477991557e-01
1.199999999999999956e+00,2.826697183378288902e-01
1.300000000000000044e+00,2.955411362708550982e-01
1.399999999999999911e+00,3.074582079127854417e-01
1.500000000000000000e+00,3.185527361854930684e-01
1.600000000000000089e+00,3.289309742846993068e-01
1.699999999999999956e+00,3.386798304530043158e-01
1.800000000000000044e+00,3.478712965378789601e-01
1.899999999999999911e+00,3.565656775961200120e-01
2.000000000000000000e+00,3.648139921323634294e-01
2.100000000000000089e+00,3.726597861128355116e-01
2.200000000000000178e+00,3.801405245947195866e-01
2.299999999999999822e+00,3.872886737583193240e-01
2.399999999999999911e+00,3.941325524847493211e-01
2.500000000000000000e+00,4.006970099800275520e-01
2.600000000000000089e+00,4.070039704177755291e-01
2.700000000000000178e+00,4.130728747379290300e-01
2.799999999999999822e+00,4.189210420597058171e-01
2.899999999999999911e+00,4.245639676458136114e-01
3.000000000000000000e+00,4.300155703324134437e-01
3.100000000000000089e+00,4.352883993729549372e-01
3.200000000000000178e+00,4.403938084316196822e-01
3.299999999999999822e+00,4.453421027947696009e-01
3.399999999999999911e+00,4.501426645999246912e-01
3.500000000000000000e+00,4.548040599073700507e-01
3.600000000000000089e+00,4.593341306847993355e-01
3.700000000000000178e+00,4.637400741862336417e-01
3.799999999999999822e+00,4.680285117430404429e-01
3.899999999999999911e+00,4.722055486178255435e-01
4.000000000000000000e+00,4.762768262792838048e-01
4.099999999999999645e+00,4.802475682212640762e-01
4.200000000000000178e+00,4.841226202597559425e-01
4.299999999999999822e+00,4.879064860876573539e-01
4.400000000000000355e+00,4.916033587416399619e-01
4.500000000000000000e+00,4.952171485324635136e-01
4.599999999999999645e+00,4.987515079052397549e-01
4.700000000000000178e+00,5.022098536258952084e-01
4.799999999999999822e+00,5.055953866316698075e-01
4.900000000000000355e+00,5.089111098347125495e-01
5.000000000000000000e+00,5.121598441269479274e-01
5.099999999999999645e+00,5.153442427999748165e-01
5.200000000000000178e+00,5.184668045646959600e-01
5.299999999999999822e+00,5.215298853307485105e-01
5.400000000000000355e+00,5.245357088848494609e-01
5.500000000000000000e+00,5.274863765893040846e-01
5.599999999999999645e+00,5.303838762066263035e-01
5.700000000000000178e+00,5.332300899430905128e-01
5.799999999999999822e+00,5.360268017927339868e-01
5.900000000000000355e+00,5.387757042535707974e-01
